customer_id,signup_date,tenure_days,plan_type,monthly_charges,total_charges,num_support_tickets,avg_response_time_hrs,login_frequency,feature_usage_score,contract_type,payment_method,region,age,gender,num_products,has_partner,has_dependents,online_security,tech_support,churned_30d
CUST-08122,2024-09-09,443,Premium,108.68,1618.86,2,14.2,4.4,,Month-to-month,Mailed check,Asia Pacific,38.0,Female,1,1,0,No,No,1
CUST-00108,2023-12-30,738,Standard,52.57,1176.79,1,22.9,4.5,13.1,One year,Credit card,North America,34.0,Female,1,0,0,No,No,0
CUST-00081,2022-04-12,1353,Basic,36.92,1617.07,2,0.6,8.5,18.9,Two year,Mailed check,North America,56.0,Male,2,1,0,No,No,0
CUST-06453,2023-10-29,762,Basic,34.39,907.09,2,1.4,6.2,39.4,One year,Bank transfer,North America,34.0,Male,2,1,1,No,Yes,0
CUST-00036,2025-07-16,132,Premium,90.51,210.82,2,8.9,7.2,7.8,One year,Electronic check,North America,38.0,Male,2,1,0,Yes,Yes,0
CUST-02616,2022-01-27,1455,Standard,61.52,2919.68,1,3.1,12.8,33.6,Two year,Credit card,North America,34.0,Male,3,0,0,No,No,0
CUST-05770,2025-09-16,58,Standard,65.97,63.55,3,8.8,16.3,26.1,One year,Bank transfer,Europe,23.0,Prefer not to say,2,0,0,No internet,No,0
CUST-02555,2024-07-25,498,Enterprise,200.22,3378.99,7,16.6,1.4,2.9,One year,Credit card,Europe,36.0,Male,3,0,0,Yes,No,1
CUST-02520,2024-05-07,578,Standard,53.55,1162.67,6,4.3,6.6,24.3,One year,Bank transfer,North America,47.0,Male,2,0,0,No,No,1
CUST-02710,2021-11-11,1558,Premium,85.63,4235.59,11,,13.5,15.1,Month-to-month,Bank transfer,Europe,56.0,Male,2,1,0,Yes,No,1
CUST-07717,2021-07-30,1594,Standard,67.67,3843.55,0,10.4,4.4,14.7,One year,Credit card,Europe,,Male,2,1,1,No,Yes,0
CUST-09043,2025-11-07,67,Premium,93.3,0.0,5,0.6,9.0,12.8,Two year,Mailed check,Europe,66.0,Male,3,0,0,No,No,1
CUST-03127,2023-08-24,803,Basic,25.71,627.79,1,1.6,17.9,24.0,Month-to-month,Credit card,North America,34.0,Female,4,0,1,Yes,No,0
CUST-07975,2025-06-15,202,Basic,34.99,136.69,4,30.1,8.9,35.1,Month-to-month,Credit card,Middle East,33.0,Female,5,1,0,Yes,No,0
CUST-03338,2022-04-28,1339,Basic,17.03,773.95,3,24.5,11.9,59.5,Month-to-month,Credit card,North America,44.0,Female,3,0,0,No internet,Yes,0
CUST-04348,2025-09-17,58,Enterprise,196.53,481.8,3,0.5,34.4,34.5,One year,Credit card,North America,31.0,Female,2,0,1,No,No,0
CUST-09852,2025-04-28,243,Premium,75.49,450.58,1,3.3,4.4,27.8,Month-to-month,Credit card,North America,30.0,Male,1,0,0,Yes,No internet,0
CUST-05804,2023-04-08,1053,Premium,111.64,4105.81,3,3.1,2.0,31.9,Two year,Mailed check,North America,30.0,Female,4,0,1,Yes,No,1
CUST-01113,2021-09-05,1605,Enterprise,194.12,10423.58,3,18.0,10.1,16.3,Month-to-month,Credit card,Middle East,41.0,Male,1,0,0,Yes,No,1
CUST-09945,2025-07-11,168,Premium,85.82,420.08,3,48.9,3.4,56.0,Month-to-month,Mailed check,Europe,47.0,Male,3,1,0,No,Yes,1
CUST-00451,2023-07-26,888,Enterprise,181.73,5348.68,10,22.3,17.1,29.4,Month-to-month,Electronic check,Asia Pacific,35.0,Female,1,1,1,No,No,1
CUST-07301,2023-08-24,841,Standard,53.69,1573.66,0,1.2,5.7,30.0,One year,Credit card,Middle East,62.0,Male,1,1,0,No,No internet,0
CUST-06591,2021-11-11,1505,Basic,36.64,1966.58,7,27.6,10.1,15.8,Month-to-month,Bank transfer,Europe,55.0,Male,2,1,0,No,No,1
CUST-09485,2023-05-22,910,Enterprise,206.61,6316.67,4,12.2,3.9,31.9,Two year,Electronic check,North America,29.0,Female,2,0,0,Yes,No,1
CUST-09388,2021-11-02,1573,Basic,9.99,551.47,4,24.8,2.2,40.5,One year,Credit card,Asia Pacific,64.0,Non-binary,2,0,0,No,No internet,0
CUST-01433,2025-08-08,171,Premium,89.28,529.09,3,13.5,8.0,35.0,Two year,Credit card,North America,68.0,Male,3,0,0,Yes,Yes,0
CUST-01361,2023-11-28,764,Basic,35.49,958.63,5,3.8,8.5,12.1,Month-to-month,Credit card,North America,28.0,Female,1,0,0,Yes,Yes,1
CUST-03045,2023-07-25,912,Basic,28.72,866.91,1,37.4,7.7,42.0,One year,Electronic check,Latin America,48.0,Male,1,1,0,No,No,0
CUST-06497,2021-05-08,1728,Premium,106.63,6197.24,4,6.2,12.0,22.1,Month-to-month,Credit card,Europe,47.0,Male,2,0,0,No,No,1
CUST-02827,2024-04-18,660,Standard,58.29,1201.35,1,35.1,2.6,24.1,One year,Bank transfer,North America,39.0,Non-binary,4,0,1,No,Yes,0
CUST-00252,2021-09-20,1591,Standard,64.69,3504.95,4,34.8,9.7,35.2,One year,Bank transfer,Europe,43.0,Prefer not to say,3,1,0,No,No internet,0
CUST-08599,2025-04-27,216,Basic,42.84,332.47,3,14.2,19.2,47.0,Month-to-month,Electronic check,Middle East,39.0,Female,2,1,0,No,Yes,1
CUST-02168,2023-11-12,743,Standard,59.76,1456.72,5,7.0,4.2,27.1,Month-to-month,Electronic check,North America,41.0,Male,3,0,0,Yes,No,1
CUST-05767,2023-11-14,797,Premium,102.94,2659.46,2,19.2,6.5,38.2,Month-to-month,Credit card,Europe,36.0,Female,2,0,0,No,No,1
CUST-06965,2024-11-02,430,Enterprise,200.86,2803.15,4,53.0,3.5,12.4,Month-to-month,Bank transfer,Asia Pacific,50.0,Female,1,0,0,Yes,No,1
CUST-02998,2023-04-06,963,Premium,98.25,3168.66,4,35.1,19.2,32.8,Month-to-month,Electronic check,Asia Pacific,18.0,Male,2,1,0,No,No,1
CUST-03188,2023-03-20,1044,Basic,23.78,928.99,1,20.9,7.3,11.4,Two year,Electronic check,North America,35.0,Male,1,0,1,No,Yes,0
CUST-09377,2025-08-01,91,Premium,87.77,487.79,3,1.1,11.6,49.7,Month-to-month,Credit card,North America,18.0,Male,3,1,0,No,Yes,0
CUST-04964,2024-07-29,530,Standard,74.45,1228.04,0,14.1,31.8,18.6,One year,Credit card,North America,66.0,Male,1,1,0,No internet,No internet,0
CUST-08822,2022-01-02,1500,Basic,33.95,1767.09,1,15.3,10.4,41.3,Month-to-month,Credit card,Asia Pacific,41.0,Male,2,0,0,No internet,Yes,0
CUST-00040,2025-07-09,181,Premium,116.97,755.6,3,17.0,5.4,16.5,Month-to-month,Credit card,Latin America,47.0,Female,4,0,1,No internet,No,1
CUST-05301,2024-05-18,586,Standard,57.63,1108.78,3,36.4,27.7,23.8,Month-to-month,Electronic check,Asia Pacific,38.0,Male,4,1,0,No,No,0
CUST-09899,2024-09-15,521,Basic,14.52,215.52,0,11.4,3.5,51.1,Two year,Credit card,North America,69.0,Prefer not to say,1,0,1,Yes,Yes,0
CUST-09264,2025-04-19,234,Premium,117.14,975.27,4,0.5,5.4,17.7,Two year,Mailed check,Asia Pacific,64.0,Female,3,1,1,No,No,0
CUST-03530,2022-05-08,1302,Basic,15.82,678.24,3,32.9,12.3,69.4,Month-to-month,Credit card,Asia Pacific,39.0,Female,1,1,1,No,No,0
CUST-09167,2022-10-02,1149,Premium,97.31,3650.31,0,8.0,6.5,24.2,One year,Mailed check,Latin America,43.0,Male,2,0,0,No internet,Yes,0
CUST-04538,2021-07-23,1613,Standard,64.07,3562.37,3,,12.0,45.8,Two year,Bank transfer,North America,45.0,Female,1,0,0,Yes,Yes,0
CUST-06604,2024-02-01,712,Enterprise,207.2,4891.13,2,8.0,16.4,36.7,Month-to-month,Electronic check,Latin America,40.0,Non-binary,2,0,0,No internet,No internet,1
CUST-02949,2022-05-24,1312,Standard,65.89,2861.86,2,9.4,13.8,18.4,Month-to-month,Bank transfer,Latin America,41.0,Female,2,0,0,No internet,No,0
CUST-07969,2022-04-29,1330,Enterprise,193.13,8606.85,2,5.0,,51.0,Month-to-month,Bank transfer,Europe,59.0,Female,1,0,0,No,No internet,0
CUST-06406,2025-12-13,59,Standard,48.26,58.89,0,1.2,10.7,16.3,One year,Mailed check,North America,30.0,Male,1,1,0,No,Yes,0
CUST-03818,2023-02-04,1058,Standard,,2557.73,7,6.7,4.7,4.4,Month-to-month,Electronic check,North America,42.0,Female,4,1,1,Yes,No,1
CUST-08870,2024-07-11,498,Basic,20.18,262.02,0,23.8,0.9,70.3,One year,Mailed check,Europe,54.0,Female,2,1,0,No,No,0
CUST-01878,2023-07-28,881,Standard,59.93,1827.69,3,10.1,18.6,9.3,One year,Bank transfer,Europe,38.0,Male,4,0,1,No internet,No,1
CUST-04451,2021-10-05,1534,Standard,52.0,2585.71,1,8.3,49.0,6.5,Two year,Credit card,Europe,,Male,3,0,1,No,No,0
CUST-03899,2025-03-28,291,Standard,53.6,537.92,3,3.6,22.1,16.4,Month-to-month,Electronic check,Europe,43.0,Female,1,1,0,No,No,1
CUST-01189,2024-02-17,700,Basic,48.17,1061.37,5,4.8,7.9,11.3,Month-to-month,Credit card,Latin America,54.0,Female,4,1,0,Yes,Yes,1
CUST-09520,2024-04-03,625,Standard,52.16,1002.41,2,22.0,5.7,14.1,Two year,Electronic check,Europe,39.0,Male,1,0,0,No internet,Yes,0
CUST-02169,2024-07-20,522,Standard,60.25,1076.33,2,0.5,4.4,16.2,Month-to-month,Mailed check,North America,56.0,Non-binary,5,1,1,Yes,No,1
CUST-05465,2023-06-20,866,Standard,36.55,1285.23,2,18.2,25.6,14.0,One year,Credit card,Latin America,54.0,Male,3,0,1,No,,0
CUST-08047,2025-02-08,308,Basic,39.92,516.11,5,28.0,1.9,16.7,Month-to-month,Bank transfer,Europe,58.0,Male,2,0,0,No,,1
CUST-06327,2025-04-05,255,Premium,106.76,1058.31,2,6.3,14.8,42.6,Month-to-month,Electronic check,Latin America,23.0,Female,3,1,1,Yes,No,1
CUST-04834,2025-05-03,261,Basic,42.76,664.37,1,0.5,2.6,16.2,Two year,Credit card,Latin America,38.0,Male,1,0,0,Yes,Yes,0
CUST-02456,2025-12-17,59,Standard,,151.99,7,3.3,7.6,19.3,Month-to-month,Bank transfer,Middle East,18.0,Male,1,1,0,No,No internet,1
CUST-04824,2023-11-13,779,Basic,,1216.42,3,6.8,19.2,19.4,One year,Bank transfer,North America,51.0,Female,1,1,0,No,No,1
CUST-06963,2025-07-10,189,Standard,54.87,498.78,5,2.4,8.0,28.5,Two year,Bank transfer,North America,31.0,Male,2,1,0,,Yes,1
CUST-08818,2021-11-04,1521,Enterprise,188.14,9312.19,2,4.3,15.1,30.1,Month-to-month,Electronic check,Europe,63.0,Non-binary,1,0,0,Yes,Yes,0
CUST-03661,2022-03-10,1382,Premium,89.44,4040.97,4,23.9,36.5,14.1,Month-to-month,Credit card,North America,37.0,Male,2,1,0,No,No internet,1
CUST-01600,2022-09-11,1186,Basic,31.79,1059.11,1,,8.4,21.1,Two year,Credit card,Europe,41.0,Male,5,1,0,No,No internet,0
CUST-00374,2023-04-02,1033,Standard,65.75,2172.23,2,9.0,6.6,38.4,Month-to-month,Mailed check,North America,26.0,Non-binary,2,1,0,Yes,No,0
CUST-00656,2023-12-01,763,Standard,49.31,1391.69,2,2.7,2.1,28.4,Month-to-month,Credit card,North America,40.0,Male,5,0,1,No,No,0
CUST-01156,2023-10-03,851,Standard,73.36,2203.5,2,0.9,8.2,32.8,Two year,Credit card,Europe,37.0,Male,1,0,0,No internet,No,0
CUST-06560,2022-02-07,1466,Standard,64.35,3065.62,4,8.8,8.8,18.8,Month-to-month,Credit card,Europe,41.0,Female,2,0,1,Yes,No,0
CUST-07117,2025-08-28,178,Standard,72.93,181.8,1,0.5,7.6,11.7,Two year,Electronic check,North America,28.0,Male,1,1,0,No,Yes,1
CUST-06956,2023-03-24,961,Premium,99.52,3037.11,6,2.7,2.7,25.0,Month-to-month,Bank transfer,Europe,37.0,Non-binary,5,1,1,No internet,No,0
CUST-07840,2023-05-15,951,Basic,28.32,876.76,1,7.9,6.8,9.7,Two year,Credit card,Asia Pacific,45.0,Male,4,1,1,No,No,0
CUST-04230,2024-07-13,537,Standard,73.98,1326.28,2,0.5,2.6,22.2,Two year,Credit card,Asia Pacific,49.0,Male,2,0,0,Yes,No,1
CUST-03919,2024-05-04,635,Basic,36.8,894.01,1,20.6,9.1,61.9,Two year,Mailed check,North America,30.0,Male,4,0,0,No internet,Yes,0
CUST-03299,2021-08-19,1561,Standard,49.45,2551.95,1,37.5,1.9,25.7,Two year,Bank transfer,Europe,40.0,Prefer not to say,1,1,1,Yes,No,0
CUST-04032,2021-01-14,1770,Basic,29.51,1711.72,6,3.2,9.9,5.8,Month-to-month,Electronic check,Latin America,60.0,Non-binary,1,1,0,No,No,1
CUST-09888,2025-09-19,93,Premium,97.91,203.13,3,2.6,3.4,7.5,Month-to-month,Mailed check,North America,45.0,Female,2,1,0,No,No,1
CUST-03579,2024-02-15,661,Standard,48.81,1242.86,1,,5.5,6.7,One year,Electronic check,North America,36.0,Female,2,0,0,No internet,No,1
CUST-06260,2021-04-14,1713,Standard,63.17,3576.46,1,,14.8,22.4,Month-to-month,Electronic check,Asia Pacific,37.0,Male,4,1,0,Yes,Yes,0
CUST-00961,2021-08-23,1611,Premium,92.32,5000.58,2,7.8,3.5,19.1,Month-to-month,Electronic check,North America,43.0,Male,1,0,1,No internet,No,1
CUST-09632,2022-12-04,1121,Premium,126.09,4696.27,1,69.7,2.0,19.4,Month-to-month,Bank transfer,Asia Pacific,52.0,Male,4,0,0,No internet,No,0
CUST-01531,2022-08-12,1242,Premium,110.12,4629.64,5,37.7,8.1,8.4,One year,Bank transfer,North America,50.0,Male,1,0,0,No,No,1
CUST-01384,2022-05-06,1317,Standard,66.24,2773.88,0,2.1,1.9,30.7,One year,Credit card,North America,29.0,Male,1,0,1,No,No,0
CUST-00389,2024-02-13,716,Basic,24.23,683.37,6,6.6,17.1,4.4,Month-to-month,Credit card,North America,41.0,Non-binary,4,0,0,Yes,Yes,1
CUST-04827,2023-10-21,805,Basic,27.12,891.28,2,0.5,18.3,40.1,Month-to-month,Bank transfer,North America,33.0,Female,2,0,0,Yes,Yes,0
CUST-04374,2021-08-20,1599,Standard,49.64,2654.6,2,14.1,25.7,,One year,Electronic check,North America,33.0,Male,3,0,1,No,No,0
CUST-05131,2025-12-17,28,Basic,27.68,0.0,1,4.3,19.6,25.4,Month-to-month,Bank transfer,Asia Pacific,35.0,Male,2,0,0,Yes,No,0
CUST-00260,2024-05-27,607,Standard,56.64,1076.12,6,0.6,18.8,16.7,Month-to-month,Bank transfer,Asia Pacific,45.0,Female,1,0,1,Yes,Yes,1
CUST-00347,2022-01-11,1407,Enterprise,179.82,8581.49,3,3.0,2.7,25.4,One year,Bank transfer,Asia Pacific,45.0,Female,2,1,1,No,No,1
CUST-09676,2023-08-30,899,Premium,81.61,2275.4,1,7.3,57.0,11.3,Month-to-month,Credit card,Latin America,52.0,Male,4,0,0,Yes,Yes,0
CUST-01594,2024-08-01,545,Premium,83.39,1378.79,2,46.0,2.5,10.1,One year,Electronic check,Europe,25.0,Male,1,1,1,No,No,1
CUST-04966,2023-03-19,1011,Standard,59.7,2024.88,4,1.8,3.1,51.4,One year,Credit card,Europe,36.0,Female,1,0,0,Yes,Yes,1
CUST-02904,2024-11-03,433,Standard,55.91,738.6,1,1.0,2.8,62.0,One year,Electronic check,Europe,44.0,Female,3,1,1,Yes,No,0
CUST-03694,2023-08-20,896,Basic,22.52,558.1,1,1.9,15.2,9.3,Month-to-month,Credit card,Europe,41.0,Male,3,0,0,No internet,No,0
CUST-00533,2024-02-23,676,Basic,33.4,917.49,1,36.7,10.9,22.9,Two year,Credit card,North America,58.0,Male,1,0,0,No,Yes,0
CUST-01316,2024-04-13,588,Basic,11.58,111.44,3,1.3,5.6,14.1,One year,Mailed check,Middle East,18.0,Male,2,0,0,No,No internet,1
CUST-01331,2022-11-07,1196,Standard,59.75,2381.39,3,,10.0,3.0,Two year,Bank transfer,North America,,Male,1,0,1,Yes,No,0
CUST-06019,2024-01-01,726,Premium,101.37,2349.82,3,0.5,3.5,9.1,Two year,Credit card,North America,53.0,Female,3,0,0,No,Yes,0
CUST-09711,2023-08-03,850,Premium,111.82,3173.25,4,31.3,5.8,22.2,Month-to-month,Bank transfer,Europe,56.0,Male,1,0,0,No,Yes,1
CUST-05665,2021-03-01,1752,Standard,58.31,3419.73,2,11.4,3.2,11.1,One year,Electronic check,Europe,52.0,Female,1,1,0,No internet,,0
CUST-07192,2024-04-21,621,Premium,90.63,1729.73,1,13.7,12.6,60.1,Month-to-month,Electronic check,Latin America,48.0,Female,1,0,1,No internet,No,0
CUST-09811,2024-08-14,488,Premium,97.55,1463.67,1,24.6,11.5,21.5,Month-to-month,Mailed check,North America,42.0,Female,1,0,0,No,Yes,1
CUST-04901,2025-05-26,208,Premium,108.45,876.04,0,0.5,12.2,18.3,Month-to-month,Mailed check,Asia Pacific,38.0,Prefer not to say,4,1,0,No internet,Yes,0
CUST-05144,2023-09-10,831,Basic,9.99,405.23,1,8.3,3.7,22.3,Month-to-month,Mailed check,North America,59.0,Female,1,1,0,No internet,No,1
CUST-02109,2023-12-27,726,Basic,39.11,896.0,1,2.3,13.9,47.5,One year,Electronic check,Latin America,45.0,Female,1,0,0,Yes,No,0
CUST-02250,2021-03-26,1769,Standard,41.49,2471.97,4,19.7,3.4,43.2,Month-to-month,Mailed check,North America,18.0,Female,2,0,0,No,Yes,1
CUST-00953,2022-06-09,1264,Standard,48.5,2143.65,4,5.8,6.7,55.4,Month-to-month,Mailed check,Asia Pacific,22.0,Female,2,1,0,No internet,Yes,0
CUST-06112,2022-06-25,1248,Premium,88.2,3659.75,1,30.8,6.8,32.0,Two year,Credit card,Asia Pacific,54.0,Female,1,1,1,No,No,0
CUST-07421,2023-09-15,826,Standard,56.83,1502.75,2,8.7,3.5,52.2,One year,Credit card,North America,52.0,Female,4,1,0,No,Yes,0
CUST-06201,2023-06-22,907,Basic,25.66,662.83,6,3.4,7.7,50.3,One year,Mailed check,Europe,64.0,Female,1,1,1,Yes,Yes,1
CUST-09655,2021-04-22,1727,Basic,29.88,1741.28,2,,12.9,29.6,Month-to-month,Credit card,North America,56.0,Male,4,0,0,Yes,No internet,0
CUST-08223,2022-10-25,1180,Premium,125.85,4926.31,5,17.2,16.5,50.6,Month-to-month,Mailed check,North America,41.0,Male,4,0,1,No,No internet,1
CUST-03724,2023-10-20,750,Basic,22.24,769.87,3,26.1,34.9,22.2,Month-to-month,Electronic check,Asia Pacific,50.0,Male,3,0,1,No,No internet,1
CUST-01898,2022-07-18,1310,Basic,12.32,394.86,2,19.8,0.7,,Month-to-month,Mailed check,Latin America,29.0,Female,4,1,0,No,No,0
CUST-02255,2022-01-21,1403,Enterprise,206.44,9540.56,2,53.8,,37.0,One year,Mailed check,Asia Pacific,19.0,Male,3,0,1,No internet,Yes,0
CUST-02603,2025-12-20,1,Basic,14.11,0.0,4,0.8,19.5,34.8,One year,Bank transfer,Middle East,54.0,Male,2,1,0,Yes,No internet,1
CUST-09460,2025-11-23,32,Enterprise,214.81,251.25,1,19.6,8.1,1.8,Two year,Electronic check,Asia Pacific,41.0,Male,2,0,0,Yes,No internet,0
CUST-04242,2023-07-10,932,Basic,16.27,279.94,2,28.0,10.2,18.1,Month-to-month,Credit card,Latin America,52.0,Male,2,0,0,No,Yes,0
CUST-08232,2025-03-05,246,Standard,66.33,519.46,7,5.8,17.3,33.5,Two year,Bank transfer,North America,24.0,Male,4,1,1,No,Yes,0
CUST-03146,2023-12-28,749,Premium,96.18,2339.76,2,8.3,9.0,27.9,Month-to-month,Credit card,Asia Pacific,43.0,Male,3,0,0,No,No,0
CUST-09886,2022-11-28,1097,Standard,50.75,1987.44,1,2.7,15.1,21.7,One year,Mailed check,North America,20.0,Male,1,0,0,No,No,1
CUST-09074,2021-03-05,1807,Basic,38.29,2298.45,1,0.5,6.6,42.4,Two year,Bank transfer,North America,53.0,Male,2,0,0,Yes,No,0
CUST-00097,2022-12-29,1107,Premium,96.69,3581.01,6,14.8,10.9,29.0,Month-to-month,Credit card,Middle East,28.0,Male,1,0,0,No,No,1
CUST-09554,2022-12-05,1116,Premium,100.74,3599.85,7,4.0,4.9,16.7,Two year,Electronic check,Asia Pacific,34.0,Non-binary,4,0,0,No,No internet,1
CUST-09196,2024-01-17,669,Enterprise,194.12,4347.8,2,,15.6,16.0,One year,Electronic check,North America,48.0,Female,5,0,1,Yes,No internet,0
